date,nlikes,nreplies,nretweets,NInterações
2021-07-03 13:40:44,0,0,0,0
2021-07-03 13:40:45,7,0,0,7
2021-07-03 13:40:46,20,0,6,26
2021-07-03 13:40:47,2,0,1,3
2021-07-03 13:40:48,10,0,3,13
2021-07-03 13:40:51,20,1,14,35
2021-07-03 13:40:52,2,0,0,2
2021-07-03 13:40:53,1,0,0,1
2021-07-03 13:40:54,4,0,0,4
2021-07-03 13:40:55,2,0,2,4
2021-07-03 13:40:56,16,0,4,20
2021-07-03 13:40:57,21,1,3,25
2021-07-03 13:40:58,0,0,0,0
2021-07-03 13:40:59,0,0,0,0
2021-07-03 13:41:01,26,1,4,31
2021-07-03 13:41:02,31,0,5,36
2021-07-03 13:41:03,22,0,10,32
2021-07-03 13:41:04,1076,10,186,1272
2021-07-03 13:41:06,1,0,0,1
2021-07-03 13:41:07,1,0,1,2
2021-07-03 13:41:08,1,0,0,1
2021-07-03 13:41:09,8,0,1,9
2021-07-03 13:41:10,26,1,8,35
2021-07-03 13:41:11,11,0,4,15
2021-07-03 13:41:14,0,0,0,0
2021-07-03 13:41:17,0,0,0,0
2021-07-03 13:41:20,0,0,0,0
2021-07-03 13:41:21,1,0,0,1
2021-07-03 13:41:22,0,0,0,0
2021-07-03 13:41:24,0,0,0,0
2021-07-03 13:41:27,2,1,2,5
2021-07-03 13:41:28,2,0,1,3
2021-07-03 13:41:30,2,0,0,2
2021-07-03 13:41:31,2,0,1,3
2021-07-03 13:41:33,0,0,0,0
2021-07-03 13:41:34,496,12,130,638
2021-07-03 13:41:35,2,0,0,2
2021-07-03 13:41:36,3,2,0,5
2021-07-03 13:41:37,0,0,0,0
2021-07-03 13:41:38,8,1,7,16
2021-07-03 13:41:39,3,0,1,4
2021-07-03 13:41:40,0,0,0,0
2021-07-03 13:41:42,1,0,0,1
2021-07-03 13:41:43,0,0,0,0
2021-07-03 13:41:44,6,0,2,8
2021-07-03 13:41:45,18,0,6,24
2021-07-03 13:41:46,0,0,0,0
2021-07-03 13:41:47,2,0,0,2
2021-07-03 13:41:48,66,2,17,85
2021-07-03 13:41:49,95,2,28,125
2021-07-03 13:41:51,0,0,0,0
2021-07-03 13:41:52,15,1,0,16
2021-07-03 13:41:54,0,0,0,0
2021-07-03 13:41:55,0,0,0,0
2021-07-03 13:41:56,4,1,2,7
2021-07-03 13:41:58,7,1,3,11
2021-07-03 13:41:59,0,0,0,0
2021-07-03 13:42:00,2,2,2,6
2021-07-03 13:42:02,2,0,0,2
2021-07-03 13:42:03,2,0,0,2
2021-07-03 13:42:04,14,0,0,14
2021-07-03 13:42:05,1,0,0,1
2021-07-03 13:42:06,17,0,5,22
2021-07-03 13:42:07,2,0,0,2
2021-07-03 13:42:08,1,0,0,1
2021-07-03 13:42:09,2,0,0,2
2021-07-03 13:42:10,0,0,0,0
2021-07-03 13:42:11,1,0,0,1
2021-07-03 13:42:13,4,0,0,4
2021-07-03 13:42:14,10,0,1,11
2021-07-03 13:42:15,17867,264,1884,20015
2021-07-03 13:42:17,5,0,1,6
2021-07-03 13:42:18,0,0,0,0
2021-07-03 13:42:19,0,0,0,0
2021-07-03 13:42:20,1,0,1,2
2021-07-03 13:42:21,11,0,3,14
2021-07-03 13:42:23,0,0,0,0
2021-07-03 13:42:24,1,0,2,3
2021-07-03 13:42:27,15,0,2,17
2021-07-03 13:42:29,0,0,0,0
2021-07-03 13:42:30,2,0,0,2
2021-07-03 13:42:32,0,0,0,0
2021-07-03 13:42:33,9,0,0,9
2021-07-03 13:42:34,34,0,9,43
2021-07-03 13:42:35,21,0,4,25
2021-07-03 13:42:36,0,0,0,0
2021-07-03 13:42:37,8,0,0,8
2021-07-03 13:42:38,2,0,0,2
2021-07-03 13:42:39,2,0,1,3
2021-07-03 13:42:40,10,1,5,16
2021-07-03 13:42:41,8,0,2,10
2021-07-03 13:42:42,0,0,0,0
2021-07-03 13:42:43,1,0,0,1
2021-07-03 13:42:45,17,0,4,21
2021-07-03 13:42:46,5,0,0,5
2021-07-03 13:42:48,90,3,38,131
2021-07-03 13:42:49,7,0,0,7
2021-07-03 13:42:50,1,0,0,1
2021-07-03 13:42:53,2,0,0,2
2021-07-03 13:42:55,1,0,0,1
2021-07-03 13:42:56,7140,150,1188,8478
2021-07-03 13:42:57,1,0,0,1
2021-07-03 13:42:59,34,1,17,52
2021-07-03 13:43:01,46,0,9,55
2021-07-03 13:43:03,1,0,0,1
2021-07-03 13:43:04,1,0,0,1
2021-07-03 13:43:05,21,1,9,31
2021-07-03 13:43:06,1,0,0,1
2021-07-03 13:43:07,13,0,3,16
2021-07-03 13:43:08,0,0,0,0
2021-07-03 13:43:09,18,0,5,23
2021-07-03 13:43:11,2,0,0,2
2021-07-03 13:43:12,0,0,0,0
2021-07-03 13:43:13,1,0,0,1
2021-07-03 13:43:14,508,1,28,537
2021-07-03 13:43:15,895,24,762,1681
2021-07-03 13:43:17,5,2,1,8
2021-07-03 13:43:18,8,0,2,10
2021-07-03 13:43:19,0,0,0,0
2021-07-03 13:43:20,1,0,0,1
2021-07-03 13:43:21,0,0,0,0
2021-07-03 13:43:23,1,0,0,1
2021-07-03 13:43:25,1,0,0,1
2021-07-03 13:43:26,2,0,0,2
2021-07-03 13:43:27,8,0,1,9
2021-07-03 13:43:28,1,0,0,1
2021-07-03 13:43:30,682,10,98,790
2021-07-03 13:43:31,57,6,7,70
2021-07-03 13:43:33,1,0,0,1
2021-07-03 13:43:34,5,0,0,5
2021-07-03 13:43:35,2,0,0,2
2021-07-03 13:43:36,180,4,37,221
2021-07-03 13:43:37,5,0,0,5
2021-07-03 13:43:38,1,0,0,1
2021-07-03 13:43:39,17,2,0,19
2021-07-03 13:43:40,1,0,0,1
2021-07-03 13:43:41,13,0,2,15
2021-07-03 13:43:42,23,1,1,25
2021-07-03 13:43:43,0,0,0,0
2021-07-03 13:43:44,12,0,3,15
2021-07-03 13:43:45,51,0,19,70
2021-07-03 13:43:46,0,0,0,0
2021-07-03 13:43:48,12,2,0,14
2021-07-03 13:43:50,223,3,45,271
2021-07-03 13:43:51,102,1,13,116
2021-07-03 13:43:53,12,1,2,15
2021-07-03 13:43:55,2,0,0,2
2021-07-03 13:43:56,10,0,0,10
2021-07-03 13:43:58,12,0,0,12
2021-07-03 13:44:00,4,0,0,4
2021-07-03 13:44:02,11,1,1,13
2021-07-03 13:44:03,4,0,1,5
2021-07-03 13:44:06,2,0,0,2
2021-07-03 13:44:07,5,0,1,6
2021-07-03 13:44:08,1440,43,290,1773
2021-07-03 13:44:09,3291,420,535,4246
2021-07-03 13:44:10,118,6,26,150
2021-07-03 13:44:11,17,0,2,19
2021-07-03 13:44:12,23,1,8,32
2021-07-03 13:44:13,2,0,1,3
2021-07-03 13:44:14,0,0,0,0
2021-07-03 13:44:15,0,0,0,0
2021-07-03 13:44:16,0,0,0,0
2021-07-03 13:44:18,23,0,3,26
2021-07-03 13:44:19,3,0,1,4
2021-07-03 13:44:22,4,0,0,4
2021-07-03 13:44:23,3,0,0,3
2021-07-03 13:44:24,0,0,0,0
2021-07-03 13:44:26,129,2,20,151
2021-07-03 13:44:27,3,0,0,3
2021-07-03 13:44:29,9,0,1,10
2021-07-03 13:44:30,0,0,0,0
2021-07-03 13:44:31,1,0,0,1
2021-07-03 13:44:32,12,0,5,17
2021-07-03 13:44:33,0,0,0,0
2021-07-03 13:44:34,16,0,4,20
2021-07-03 13:44:37,43,2,8,53
2021-07-03 13:44:38,5,0,3,8
2021-07-03 13:44:39,129,1,45,175
2021-07-03 13:44:42,0,0,0,0
2021-07-03 13:44:43,10,1,1,12
2021-07-03 13:44:46,0,0,0,0
2021-07-03 13:44:47,4,0,1,5
2021-07-03 13:44:48,1,0,0,1
2021-07-03 13:44:49,3,0,0,3
2021-07-03 13:44:50,0,0,0,0
2021-07-03 13:44:52,17,0,8,25
2021-07-03 13:44:53,0,0,0,0
2021-07-03 13:44:54,2,1,0,3
2021-07-03 13:44:55,0,0,0,0
2021-07-03 13:44:56,0,0,0,0
2021-07-03 13:44:58,2,0,0,2
2021-07-03 13:44:59,1,0,0,1
2021-07-03 13:45:00,2695,78,580,3353
2021-07-03 13:45:01,646,15,167,828
2021-07-03 13:45:02,12,0,2,14
2021-07-03 13:45:03,7,1,2,10
2021-07-03 13:45:04,118,3,27,148
2021-07-03 13:45:08,0,0,0,0
2021-07-03 13:45:09,1,0,0,1
2021-07-03 13:45:10,8,1,0,9
2021-07-03 13:45:11,0,0,0,0
2021-07-03 13:45:13,3,0,0,3
2021-07-03 13:45:15,2,0,0,2
2021-07-03 13:45:16,13,0,8,21
2021-07-03 13:45:17,6,0,1,7
2021-07-03 13:45:19,0,0,0,0
2021-07-03 13:45:20,25,2,6,33
2021-07-03 13:45:21,170,6,109,285
2021-07-03 13:45:22,4,0,0,4
2021-07-03 13:45:23,0,0,0,0
2021-07-03 13:45:24,1,0,1,2
2021-07-03 13:45:25,13,1,4,18
2021-07-03 13:45:26,1,0,0,1
2021-07-03 13:45:28,2,0,0,2
2021-07-03 13:45:30,207,6,50,263
2021-07-03 13:45:31,0,0,0,0
2021-07-03 13:45:32,3,0,1,4
2021-07-03 13:45:34,10,2,0,12
2021-07-03 13:45:35,0,0,0,0
2021-07-03 13:45:37,0,0,0,0
2021-07-03 13:45:38,70,5,22,97
2021-07-03 13:45:39,195,2,32,229
2021-07-03 13:45:40,11,0,0,11
2021-07-03 13:45:41,1,0,0,1
2021-07-03 13:45:42,3,0,0,3
2021-07-03 13:45:43,21,1,4,26
2021-07-03 13:45:44,1,0,0,1
2021-07-03 13:45:45,215,8,70,293
2021-07-03 13:45:47,1,1,0,2
2021-07-03 13:45:49,21,1,5,27
2021-07-03 13:45:50,51,5,8,64
2021-07-03 13:45:51,0,0,0,0
2021-07-03 13:45:52,0,0,0,0
2021-07-03 13:45:54,160,2,49,211
2021-07-03 13:45:55,4,0,1,5
2021-07-03 13:45:56,1,0,2,3
2021-07-03 13:45:57,18,2,6,26
2021-07-03 13:45:58,14,0,9,23
2021-07-03 13:46:00,18,1,5,24
2021-07-03 13:46:01,0,0,0,0
2021-07-03 13:46:02,0,0,0,0
2021-07-03 13:46:05,1,0,0,1
2021-07-03 13:46:06,3,1,1,5
2021-07-03 13:46:08,1,2,0,3
2021-07-03 13:46:09,1667,30,324,2021
2021-07-03 13:46:10,0,0,0,0
2021-07-03 13:46:12,1,2,0,3
2021-07-03 13:46:13,1,0,1,2
2021-07-03 13:46:14,0,0,0,0
2021-07-03 13:46:15,4,0,0,4
2021-07-03 13:46:16,0,0,0,0
2021-07-03 13:46:17,12,1,1,14
2021-07-03 13:46:18,3,0,2,5
2021-07-03 13:46:20,2,0,0,2
2021-07-03 13:46:21,2,0,0,2
2021-07-03 13:46:22,7,0,2,9
2021-07-03 13:46:24,39,0,3,42
2021-07-03 13:46:25,9,0,1,10
2021-07-03 13:46:26,1,0,0,1
2021-07-03 13:46:27,4,0,0,4
2021-07-03 13:46:28,28,0,8,36
2021-07-03 13:46:29,0,0,0,0
2021-07-03 13:46:31,16,2,14,32
2021-07-03 13:46:32,0,0,0,0
2021-07-03 13:46:35,3,0,2,5
2021-07-03 13:46:37,1,0,1,2
2021-07-03 13:46:39,2671,41,293,3005
2021-07-03 13:46:41,1,0,0,1
2021-07-03 13:46:42,0,0,0,0
2021-07-03 13:46:43,28,1,9,38
2021-07-03 13:46:44,40,0,15,55
2021-07-03 13:46:46,1,0,2,3
2021-07-03 13:46:48,0,0,0,0
2021-07-03 13:46:49,1,0,1,2
2021-07-03 13:46:51,1,0,0,1
2021-07-03 13:46:52,0,0,0,0
2021-07-03 13:46:53,7,1,4,12
2021-07-03 13:46:55,0,0,1,1
2021-07-03 13:46:56,14,0,0,14
2021-07-03 13:46:57,0,0,0,0
2021-07-03 13:46:58,0,0,0,0
2021-07-03 13:46:59,0,0,0,0
2021-07-03 13:47:00,463,12,141,616
2021-07-03 13:47:01,1,0,0,1
2021-07-03 13:47:02,0,0,0,0
2021-07-03 13:47:03,0,0,0,0
2021-07-03 13:47:05,3,0,0,3
2021-07-03 13:47:06,2997,53,445,3495
2021-07-03 13:47:07,0,1,0,1
2021-07-03 13:47:08,249,4,56,309
2021-07-03 13:47:09,1406,33,184,1623
2021-07-03 13:47:10,6,1,0,7
2021-07-03 13:47:11,0,0,0,0
2021-07-03 13:47:12,4,0,0,4
2021-07-03 13:47:13,0,0,0,0
2021-07-03 13:47:14,582,16,42,640
2021-07-03 13:47:15,3,1,0,4
2021-07-03 13:47:16,14,0,4,18
2021-07-03 13:47:17,36,0,4,40
2021-07-03 13:47:18,0,0,0,0
2021-07-03 13:47:19,92,2,10,104
2021-07-03 13:47:20,0,0,0,0
2021-07-03 13:47:21,3,0,0,3
2021-07-03 13:47:23,0,0,0,0
2021-07-03 13:47:24,66,0,8,74
2021-07-03 13:47:25,6,0,0,6
2021-07-03 13:47:27,0,0,0,0
2021-07-03 13:47:28,0,0,0,0
2021-07-03 13:47:29,74,3,13,90
2021-07-03 13:47:31,7,0,3,10
2021-07-03 13:47:33,8,0,1,9
2021-07-03 13:47:35,0,0,0,0
2021-07-03 13:47:36,1,0,1,2
2021-07-03 13:47:37,11,1,0,12
2021-07-03 13:47:38,3,0,0,3
2021-07-03 13:47:39,0,0,0,0
2021-07-03 13:47:40,3,1,0,4
2021-07-03 13:47:41,5,0,0,5
2021-07-03 13:47:42,14,4,3,21
2021-07-03 13:47:43,1,0,0,1
2021-07-03 13:47:45,3,0,0,3
2021-07-03 13:47:46,3,0,1,4
2021-07-03 13:47:47,0,1,0,1
2021-07-03 13:47:48,8,0,0,8
2021-07-03 13:47:49,2,0,1,3
2021-07-03 13:47:50,2,0,0,2
2021-07-03 13:47:51,1,0,1,2
2021-07-03 13:47:53,0,0,0,0
2021-07-03 13:47:55,0,0,0,0
2021-07-03 13:47:56,0,0,0,0
2021-07-03 13:47:57,0,0,0,0
2021-07-03 13:47:59,0,0,0,0
2021-07-03 13:48:00,0,0,0,0
2021-07-03 13:48:01,3,0,0,3
2021-07-03 13:48:02,37,2,7,46
2021-07-03 13:48:03,8,1,5,14
2021-07-03 13:48:05,1,0,0,1
2021-07-03 13:48:06,1,0,0,1
2021-07-03 13:48:07,4,0,2,6
2021-07-03 13:48:08,2,0,0,2
2021-07-03 13:48:09,800,22,164,986
2021-07-03 13:48:10,0,0,0,0
2021-07-03 13:48:11,0,0,0,0
2021-07-03 13:48:12,15,0,4,19
2021-07-03 13:48:14,14,0,0,14
2021-07-03 13:48:15,0,0,0,0
2021-07-03 13:48:16,2,0,0,2
2021-07-03 13:48:18,0,0,0,0
2021-07-03 13:48:19,8,1,3,12
2021-07-03 13:48:20,0,0,0,0
2021-07-03 13:48:21,3,0,1,4
2021-07-03 13:48:24,3,0,2,5
2021-07-03 13:48:27,0,0,0,0
2021-07-03 13:48:28,0,0,0,0
2021-07-03 13:48:29,15,2,5,22
2021-07-03 13:48:30,1,0,0,1
2021-07-03 13:48:32,5,0,0,5
2021-07-03 13:48:34,4,0,0,4
2021-07-03 13:48:35,4,0,0,4
2021-07-03 13:48:36,3,0,1,4
2021-07-03 13:48:37,1,0,0,1
2021-07-03 13:48:39,0,0,0,0
2021-07-03 13:48:40,2,2,0,4
2021-07-03 13:48:41,0,0,0,0
2021-07-03 13:48:43,10,1,3,14
2021-07-03 13:48:44,2,1,2,5
2021-07-03 13:48:46,2,0,0,2
2021-07-03 13:48:48,0,0,0,0
2021-07-03 13:48:51,1,0,0,1
2021-07-03 13:48:52,0,0,0,0
2021-07-03 13:48:53,2,0,0,2
2021-07-03 13:48:54,24,3,15,42
2021-07-03 13:48:55,5,0,2,7
2021-07-03 13:48:56,3,1,1,5
2021-07-03 13:48:57,1,0,1,2
2021-07-03 13:48:58,4,1,1,6
2021-07-03 13:48:59,4,0,0,4
2021-07-03 13:49:00,10,2,0,12
2021-07-03 13:49:01,1,0,0,1
2021-07-03 13:49:03,4,0,0,4
2021-07-03 13:49:05,1,0,0,1
2021-07-03 13:49:06,0,0,0,0
2021-07-03 13:49:07,9,1,0,10
2021-07-03 13:49:08,0,0,0,0
2021-07-03 13:49:09,53,3,10,66
2021-07-03 13:49:10,0,0,0,0
2021-07-03 13:49:11,3,0,0,3
2021-07-03 13:49:13,0,0,0,0
2021-07-03 13:49:15,1140,18,216,1374
2021-07-03 13:49:18,0,0,0,0
2021-07-03 13:49:20,173,0,21,194
2021-07-03 13:49:21,2,0,0,2
2021-07-03 13:49:24,4,0,2,6
2021-07-03 13:49:26,20,0,6,26
2021-07-03 13:49:27,5,1,3,9
2021-07-03 13:49:28,222,7,56,285
2021-07-03 13:49:29,1,1,0,2
2021-07-03 13:49:30,0,0,0,0
2021-07-03 13:49:32,2,0,0,2
2021-07-03 13:49:33,11,1,3,15
2021-07-03 13:49:34,13,1,4,18
2021-07-03 13:49:35,0,0,0,0
2021-07-03 13:49:36,0,0,0,0
2021-07-03 13:49:37,8,0,2,10
2021-07-03 13:49:38,0,0,0,0
2021-07-03 13:49:39,4,1,3,8
2021-07-03 13:49:40,0,0,2,2
2021-07-03 13:49:41,0,0,0,0
2021-07-03 13:49:42,20,2,4,26
2021-07-03 13:49:43,30,1,15,46
2021-07-03 13:49:44,0,0,0,0
2021-07-03 13:49:46,4,2,0,6
2021-07-03 13:49:47,7,2,1,10
2021-07-03 13:49:48,2,0,2,4
2021-07-03 13:49:52,0,0,0,0
2021-07-03 13:49:53,1,1,0,2
2021-07-03 13:49:54,0,0,0,0
2021-07-03 13:49:56,1601,2,221,1824
2021-07-03 13:49:57,0,1,0,1
2021-07-03 13:49:58,2,0,0,2
2021-07-03 13:49:59,15,0,1,16
2021-07-03 13:50:00,8,0,1,9
2021-07-03 13:50:01,1,0,0,1
2021-07-03 13:50:03,10,0,4,14
2021-07-03 13:50:04,2,0,1,3
2021-07-03 13:50:05,21,0,8,29
2021-07-03 13:50:06,4,0,0,4
2021-07-03 13:50:07,1,0,0,1
2021-07-03 13:50:08,178,3,25,206
2021-07-03 13:50:09,33,1,10,44
2021-07-03 13:50:10,1,1,0,2
2021-07-03 13:50:11,64,4,22,90
2021-07-03 13:50:12,3,0,0,3
2021-07-03 13:50:16,6,0,0,6
2021-07-03 13:50:18,3,0,0,3
2021-07-03 13:50:19,14,1,0,15
2021-07-03 13:50:20,8,0,2,10
2021-07-03 13:50:21,3,0,0,3
2021-07-03 13:50:23,8,0,0,8
2021-07-03 13:50:24,6,0,0,6
2021-07-03 13:50:25,1,0,0,1
2021-07-03 13:50:27,3,0,0,3
2021-07-03 13:50:28,3,0,0,3
2021-07-03 13:50:29,61,1,26,88
2021-07-03 13:50:30,13,1,2,16
2021-07-03 13:50:32,69,1,42,112
2021-07-03 13:50:33,12,1,5,18
2021-07-03 13:50:34,3,0,2,5
2021-07-03 13:50:35,234,7,27,268
2021-07-03 13:50:36,1,1,0,2
2021-07-03 13:50:37,0,0,0,0
2021-07-03 13:50:38,424,12,116,552
2021-07-03 13:50:41,1,0,1,2
2021-07-03 13:50:42,0,0,0,0
2021-07-03 13:50:43,11,1,0,12
2021-07-03 13:50:44,0,0,0,0
2021-07-03 13:50:45,1,0,0,1
2021-07-03 13:50:47,9,1,0,10
2021-07-03 13:50:48,7,0,0,7
2021-07-03 13:50:50,4,0,0,4
2021-07-03 13:50:51,2,0,0,2
2021-07-03 13:50:52,0,0,0,0
2021-07-03 13:50:53,0,0,0,0
2021-07-03 13:50:54,3,0,2,5
2021-07-03 13:50:55,1,0,1,2
2021-07-03 13:50:56,4,0,1,5
2021-07-03 13:50:58,4,0,1,5
2021-07-03 13:51:00,7,0,1,8
2021-07-03 13:51:01,1,1,1,3
2021-07-03 13:51:02,0,0,0,0
2021-07-03 13:51:03,3,0,1,4
2021-07-03 13:51:04,0,0,0,0
2021-07-03 13:51:05,1,0,1,2
2021-07-03 13:51:06,1,0,0,1
2021-07-03 13:51:07,2,0,0,2
2021-07-03 13:51:09,0,0,0,0
2021-07-03 13:51:10,3,0,2,5
2021-07-03 13:51:13,3,0,2,5
2021-07-03 13:51:14,1,0,0,1
2021-07-03 13:51:15,0,0,0,0
2021-07-03 13:51:16,0,0,0,0
2021-07-03 13:51:17,88,0,16,104
2021-07-03 13:51:18,0,0,0,0
2021-07-03 13:51:19,0,0,1,1
2021-07-03 13:51:20,0,0,1,1
2021-07-03 13:51:21,1,0,0,1
2021-07-03 13:51:22,68,4,25,97
2021-07-03 13:51:23,57,3,15,75
2021-07-03 13:51:24,1,0,0,1
2021-07-03 13:51:28,0,0,0,0
2021-07-03 13:51:29,1,0,0,1
2021-07-03 13:51:30,29,3,13,45
2021-07-03 13:51:31,4,0,1,5
2021-07-03 13:51:33,0,0,0,0
2021-07-03 13:51:34,16,0,16,32
2021-07-03 13:51:35,1,0,0,1
2021-07-03 13:51:36,0,0,0,0
2021-07-03 13:51:37,0,0,0,0
2021-07-03 13:51:38,9,1,0,10
2021-07-03 13:51:41,4,0,0,4
2021-07-03 13:51:43,10,1,2,13
2021-07-03 13:51:44,2,2,2,6
2021-07-03 13:51:45,5,1,0,6
2021-07-03 13:51:46,1,0,1,2
2021-07-03 13:51:47,0,0,0,0
2021-07-03 13:51:48,0,0,0,0
2021-07-03 13:51:49,51,1,36,88
2021-07-03 13:51:50,1,0,0,1
2021-07-03 13:51:51,2,0,0,2
2021-07-03 13:51:52,1328,22,216,1566
2021-07-03 13:51:53,7,0,1,8
2021-07-03 13:51:54,0,0,0,0
2021-07-03 13:51:55,2,1,1,4
2021-07-03 13:51:56,1,0,0,1
2021-07-03 13:51:57,4,0,0,4
2021-07-03 13:51:59,4,0,2,6
2021-07-03 13:52:00,59,3,11,73
2021-07-03 13:52:01,4,0,0,4
2021-07-03 13:52:02,4,0,0,4
2021-07-03 13:52:03,2,0,1,3
2021-07-03 13:52:05,68,4,22,94
2021-07-03 13:52:06,1,0,0,1
2021-07-03 13:52:08,1,0,0,1
2021-07-03 13:52:10,0,0,0,0
2021-07-03 13:52:12,0,0,0,0
2021-07-03 13:52:13,0,0,0,0
2021-07-03 13:52:14,20672,205,1876,22753
2021-07-03 13:52:16,1,0,0,1
2021-07-03 13:52:17,0,0,0,0
2021-07-03 13:52:18,1,0,0,1
2021-07-03 13:52:19,0,0,0,0
2021-07-03 13:52:21,1,0,1,2
2021-07-03 13:52:25,0,0,0,0
2021-07-03 13:52:27,3,0,1,4
2021-07-03 13:52:28,2,0,0,2
2021-07-03 13:52:30,0,0,0,0
2021-07-03 13:52:32,2,0,0,2
2021-07-03 13:52:34,6,0,1,7
2021-07-03 13:52:35,2,0,0,2
2021-07-03 13:52:38,3,0,0,3
2021-07-03 13:52:42,4,1,0,5
2021-07-03 13:52:43,48,1,9,58
2021-07-03 13:52:46,0,0,0,0
2021-07-03 13:52:47,23,0,14,37
2021-07-03 13:52:48,39,0,13,52
2021-07-03 13:52:49,1,0,1,2
2021-07-03 13:52:50,1,0,0,1
2021-07-03 13:52:51,0,0,0,0
2021-07-03 13:52:52,2213,73,251,2537
2021-07-03 13:52:53,1,1,0,2
2021-07-03 13:52:55,3,0,0,3
2021-07-03 13:52:57,8,0,2,10
2021-07-03 13:52:58,5,0,0,5
2021-07-03 13:52:59,0,0,0,0
2021-07-03 13:53:02,0,0,0,0
2021-07-03 13:53:03,0,0,0,0
2021-07-03 13:53:06,1,1,0,2
2021-07-03 13:53:07,11,0,5,16
2021-07-03 13:53:09,3,0,0,3
2021-07-03 13:53:10,87,4,11,102
2021-07-03 13:53:11,2,0,0,2
2021-07-03 13:53:12,1,0,0,1
2021-07-03 13:53:13,0,0,0,0
2021-07-03 13:53:14,0,0,0,0
2021-07-03 13:53:15,2,0,0,2
2021-07-03 13:53:18,0,0,0,0
2021-07-03 13:53:20,4,0,1,5
2021-07-03 13:53:21,6,0,0,6
2021-07-03 13:53:22,19,1,2,22
2021-07-03 13:53:23,1,0,0,1
2021-07-03 13:53:25,8,0,0,8
2021-07-03 13:53:26,2,0,2,4
2021-07-03 13:53:27,132,0,28,160
2021-07-03 13:53:28,0,0,0,0
2021-07-03 13:53:29,1,0,0,1
2021-07-03 13:53:30,3,0,0,3
2021-07-03 13:53:32,0,0,0,0
2021-07-03 13:53:34,1,0,0,1
2021-07-03 13:53:35,12,0,1,13
2021-07-03 13:53:36,0,0,0,0
2021-07-03 13:53:37,1,0,2,3
2021-07-03 13:53:38,11,1,6,18
2021-07-03 13:53:40,0,1,0,1
2021-07-03 13:53:41,0,0,0,0
2021-07-03 13:53:42,0,0,0,0
2021-07-03 13:53:45,237,10,58,305
2021-07-03 13:53:46,0,0,0,0
2021-07-03 13:53:47,1,0,0,1
2021-07-03 13:53:49,1,0,0,1
2021-07-03 13:53:50,0,0,0,0
2021-07-03 13:53:51,0,0,0,0
2021-07-03 13:53:53,0,0,0,0
2021-07-03 13:53:55,2,0,1,3
2021-07-03 13:53:56,4,0,4,8
2021-07-03 13:53:57,0,0,0,0
2021-07-03 13:53:58,2,0,0,2
2021-07-03 13:53:59,3,0,0,3
2021-07-03 13:54:00,51,0,10,61
2021-07-03 13:54:01,1,0,0,1
2021-07-03 13:54:02,2,0,0,2
2021-07-03 13:54:03,7,0,2,9
2021-07-03 13:54:05,1,0,0,1
2021-07-03 13:54:06,4,0,0,4
2021-07-03 13:54:07,1775,27,302,2104
2021-07-03 13:54:08,1,0,0,1
2021-07-03 13:54:09,1,0,0,1
2021-07-03 13:54:10,0,0,0,0
2021-07-03 13:54:11,0,0,0,0
2021-07-03 13:54:12,1,0,0,1
2021-07-03 13:54:14,0,0,0,0
2021-07-03 13:54:15,1,0,0,1
2021-07-03 13:54:16,1,0,0,1
2021-07-03 13:54:17,0,0,0,0
2021-07-03 13:54:18,0,0,0,0
2021-07-03 13:54:19,4,0,0,4
2021-07-03 13:54:22,0,0,0,0
2021-07-03 13:54:23,8,0,0,8
2021-07-03 13:54:24,0,0,0,0
2021-07-03 13:54:25,0,0,0,0
2021-07-03 13:54:26,1,1,0,2
2021-07-03 13:54:27,2,0,0,2
2021-07-03 13:54:28,4,0,1,5
2021-07-03 13:54:29,7,2,1,10
2021-07-03 13:54:30,13,1,10,24
2021-07-03 13:54:31,0,0,0,0
2021-07-03 13:54:32,7,0,4,11
2021-07-03 13:54:34,5,0,1,6
2021-07-03 13:54:37,0,0,0,0
2021-07-03 13:54:38,1,0,2,3
2021-07-03 13:54:39,2046,92,219,2357
2021-07-03 13:54:40,0,0,0,0
2021-07-03 13:54:41,2,0,0,2
2021-07-03 13:54:42,0,0,0,0
2021-07-03 13:54:43,0,0,0,0
2021-07-03 13:54:45,1,0,1,2
2021-07-03 13:54:46,0,0,0,0
2021-07-03 13:54:47,1,0,0,1
2021-07-03 13:54:48,2,0,0,2
2021-07-03 13:54:49,9,0,2,11
2021-07-03 13:54:51,4,1,0,5
2021-07-03 13:54:52,0,0,0,0
2021-07-03 13:54:54,0,0,0,0
2021-07-03 13:54:55,0,0,0,0
2021-07-03 13:54:57,3,0,1,4
2021-07-03 13:54:58,0,0,0,0
2021-07-03 13:54:59,7,0,4,11
2021-07-03 13:55:00,11,0,2,13
2021-07-03 13:55:01,8,0,1,9
2021-07-03 13:55:02,2,0,0,2
2021-07-03 13:55:04,1,0,0,1
2021-07-03 13:55:05,49,2,18,69
2021-07-03 13:55:07,0,0,0,0
2021-07-03 13:55:08,3,0,1,4
2021-07-03 13:55:10,540,20,173,733
2021-07-03 13:55:11,5,0,1,6
2021-07-03 13:55:12,9,0,0,9
2021-07-03 13:55:13,0,0,0,0
2021-07-03 13:55:15,20,0,11,31
2021-07-03 13:55:16,7,0,1,8
2021-07-03 13:55:20,1,0,0,1
2021-07-03 13:55:21,10,0,5,15
2021-07-03 13:55:22,0,0,0,0
